Family_ID,City_ID,City_Code,Region,Community_ID,Urban_Rural,Location_Type,Parent_Gender,Parent_Sex,Child_Gender,Child_Sex,Parent_Age,Child_Age,Parent_Education,Family_SES,Comm_Cultural_Policy,Comm_Cultural_Facility,Comm_Cultural_Activity,P_Cog1,P_Cog2,P_Cog3,P_Cog4,P_Cog5,P_Cog6,Parent_Cog_Mean,P_Aff1,P_Aff2,P_Aff3,P_Aff4,P_Aff5,Parent_Aff_Mean,P_Beh1,P_Beh2,P_Beh3,P_Beh4,P_Beh5,Parent_Beh_Mean,Parent_Identity_Overall,C_Cog1,C_Cog2,C_Cog3,C_Cog4,C_Cog5,C_Cog6,Child_Cog_Mean,C_Aff1,C_Aff2,C_Aff3,C_Aff4,C_Aff5,Child_Aff_Mean,C_Beh1,C_Beh2,C_Beh3,C_Beh4,C_Beh5,Child_Beh_Mean,Child_Identity_Overall,FSI1,FSI2,FSI3,FSI4,Family_Socialization,Parent_Cog_Mean_z,Parent_Aff_Mean_z,Parent_Beh_Mean_z,Parent_Identity_Overall_z,Child_Cog_Mean_z,Child_Aff_Mean_z,Child_Beh_Mean_z,Child_Identity_Overall_z,Family_Socialization_z,Family_SES_z,Comm_Cultural_Policy_z,Comm_Cultural_Facility_z,Comm_Cultural_Activity_z,Parent_Identity_c,Family_Socialization_c,Parent_Cog_c,Parent_Aff_c,Parent_Beh_c,Parent_X_Socialization,Urban_X_Parent,Urban_X_Socialization,Three_Way_Interaction,Child_Age_Group,Gender_Combination,Comm_Parent_Identity_Mean,Comm_Socialization_Mean,Comm_Urban_Prop,Region_Central,Region_Western
F0029,13,W1,Western,90,0,Rural,1,Male,2,Female,42,14.3,4,3.2,3.02,2.42,2.99,2,3,2,3,3,3,2.67,4,3,4,5,3,3.8,3,3,2,3,3,2.8,3.16,1,2,2,3,2,2,2.0,4,3,3,3,3,3.2,1,1,2,1,1,1.2,2.08,3,2,2,2,2.25,-0.8034788120978842,-0.3088793981345596,-0.09250140437526819,-0.48132254068080216,-1.250677911871977,-0.4826445422376423,-1.3705551351145455,-1.250274233808243,-1.2380735485582992,-0.5275466124363951,-1.4509719213556365,-1.773725194873123,-0.7466926713973127,-0.3570495258166493,-1.4905163329820863,-0.7759185107130318,-0.41018616087109283,-0.0991921320688447,0.5321881499132248,-0.0,-0.0,0.0,12-15,Father-Daughter,3.4153846153846152,3.4326923076923075,0.38461538461538464,0,1
F0031,9,C3,Central,57,0,Rural,2,Female,1,Male,48,20.4,4,2.86,3.34,3.02,2.26,3,4,3,4,4,5,3.83,1,2,2,2,1,1.6,6,4,4,4,4,4.4,3.37,4,4,4,4,4,4,4.0,2,4,4,4,3,3.4,3,3,3,2,4,3.0,3.4,3,4,4,5,4.0,0.3977239033484197,-1.9655288434813643,1.3995750729980339,-0.19823090707120175,0.9635376313775209,-0.3135883153982518,0.4798892861648304,0.3041522846539074,0.21553595711027312,-0.7995997226024986,-0.9368725392456222,-0.9608437548390317,-1.9983027705930074,-0.14704952581664932,0.2594836670179137,0.3840814892869684,-2.6101861608710926,1.5008078679311558,-0.038156950192149534,-0.0,0.0,-0.0,19-22,Mother-Son,3.637826086956522,3.869565217391304,0.5652173913043478,1,0
F0033,10,C4,Central,67,0,Rural,1,Male,2,Female,51,25.5,1,1.27,2.47,3.79,2.77,4,5,3,3,5,4,4.0,2,1,2,2,3,2.0,2,2,2,2,1,1.8,2.8,3,4,4,4,4,4,3.83,3,3,3,3,2,2.8,1,2,1,1,1,1.2,2.81,5,5,5,5,5.0,0.57376223233624,-1.6643198534183088,-1.0250492027335814,-0.9666224840115462,0.7753293102013137,-0.820756995916424,-1.3705551351145455,-0.39062926526478103,1.0461699603494574,-2.071848090732216,-2.3345802343572237,0.08235409320471876,-1.123890235538481,-0.7170495258166496,1.2594836670179137,0.5540814892869683,-2.2101861608710927,-1.0991921320688445,-0.90311216620901,-0.0,0.0,-0.0,23-25,Father-Daughter,3.5427999999999997,3.84,0.72,1,0
F0037,6,E6,Eastern,42,0,Rural,1,Male,2,Female,44,14.8,2,1.44,3.18,3.09,3.67,3,4,4,4,2,4,3.5,3,3,3,3,3,3.0,3,3,2,3,3,2.8,2.78,4,2,3,2,3,2,2.67,3,3,3,3,2,2.8,2,2,1,3,2,2.0,2.6,2,3,2,3,2.5,0.05600244119559184,-0.9112973782606704,-0.09250140437526819,-0.9935835919743653,-0.5089157048833953,-0.820756995916424,-0.5481353923237118,-0.6379243932019414,-1.0304150477485032,-1.9358215356491648,-1.193922230300629,-0.8660075868350546,0.4191907086753883,-0.7370495258166496,-1.2405163329820863,0.05408148928696832,-1.2101861608710927,-0.0991921320688447,0.9143219749922558,-0.0,-0.0,0.0,12-15,Father-Daughter,3.636060606060606,3.909090909090909,0.5757575757575758,0,0
F0038,16,W4,Western,112,0,Rural,2,Female,2,Female,41,18.0,2,3.23,3.61,3.08,3.45,3,3,3,2,2,2,2.5,4,5,4,4,4,4.2,2,2,2,3,3,2.4,3.02,3,2,3,2,4,2,2.67,4,4,4,5,4,4.2,2,4,3,2,2,2.6,2.97,5,5,5,5,5.0,-0.9795171410857045,-0.0076704080715039435,-0.4655205237185935,-0.6700502964205359,-0.5089157048833953,0.3626365919593113,0.06867941476941361,-0.20221392969361107,1.0461699603494574,-0.5035419262452685,-0.5031011855902974,-0.8795556108356225,0.04199314453422065,-0.4970495258166494,1.2594836670179137,-0.9459185107130317,-0.010186160871092476,-0.4991921320688446,-0.6260257594650688,-0.0,0.0,-0.0,16-18,Mother-Daughter,3.465,3.9166666666666665,0.3333333333333333,0,1
F0039,12,C6,Central,80,0,Rural,2,Female,2,Female,48,20.4,3,3.95,4.09,3.92,3.52,3,2,1,2,3,2,2.17,2,1,2,2,2,1.8,2,3,3,3,3,2.8,2.36,2,2,1,1,2,2,1.67,3,3,2,3,2,2.6,1,1,1,2,1,1.2,1.91,2,2,2,1,1.75,-1.3212386032385324,-1.8149243484498367,-0.09250140437526819,-1.559766859193566,-1.6160234765081443,-0.9898132227558145,-1.3705551351145455,-1.4504655278526113,-1.6533905501778914,0.07257054234177368,0.2680478875747245,0.2584784052121051,0.16201055130641023,-1.1570495258166495,-1.9905163329820863,-1.2759185107130318,-2.410186160871093,-0.0991921320688447,2.303125979207219,-0.0,-0.0,0.0,19-22,Mother-Daughter,3.4740625,3.40625,0.53125,1,0
F0040,3,E3,Eastern,19,0,Rural,2,Female,2,Female,48,17.4,2,4.25,4.25,3.44,3.17,3,4,3,3,3,3,3.17,2,3,4,3,2,2.8,1,2,2,1,1,1.4,2.73,3,2,3,2,3,3,2.67,3,4,2,3,2,2.8,1,1,2,2,1,1.4,2.34,3,3,3,4,3.25,-0.285719020957236,-1.061901873292198,-1.398068322076907,-1.0609863618814128,-0.5089157048833953,-0.820756995916424,-1.1649501994168372,-0.9440993135050926,-0.4074395453191151,0.3126174042530411,0.5250975786297319,-0.39182674681516794,-0.4380764825545392,-0.7870495258166494,-0.4905163329820863,-0.27591851071303175,-1.4101861608710928,-1.4991921320688446,0.38606064727887274,-0.0,-0.0,0.0,16-18,Mother-Daughter,3.5727272727272723,3.8295454545454546,0.5909090909090909,0,0
F0043,9,C3,Central,57,0,Rural,2,Female,1,Male,35,12.0,2,2.44,3.34,3.02,2.26,1,2,3,4,2,3,2.5,4,4,4,4,4,4.0,2,1,3,2,1,1.8,2.72,1,3,2,3,3,3,2.5,2,2,3,2,2,2.2,2,2,2,2,1,1.8,2.32,3,3,4,4,3.5,-0.9795171410857045,-0.15827490310303177,-1.0250492027335814,-1.074466915862822,-0.6971240260596026,-1.327925676434596,-0.7537403280214202,-0.9676512304514888,-0.199781044509319,-1.135665329278273,-0.9368725392456222,-0.9608437548390317,-1.9983027705930074,-0.7970495258166492,-0.2405163329820863,-0.9459185107130317,-0.21018616087109265,-1.0991921320688445,0.1917034291545312,-0.0,-0.0,0.0,12-15,Mother-Son,3.637826086956522,3.869565217391304,0.5652173913043478,1,0
F0046,11,C5,Central,71,0,Rural,2,Female,1,Male,46,18.4,4,2.12,3.96,2.82,4.02,5,4,5,5,5,5,4.83,3,3,3,3,4,3.2,3,3,2,3,3,2.8,3.22,2,3,3,3,3,2,2.67,3,3,3,1,2,2.4,1,2,2,1,1,1.4,2.41,2,2,3,3,2.5,1.433243485629716,-0.7606928832291425,-0.09250140437526819,-0.4004392167923448,-0.5089157048833953,-1.1588694495952054,-1.1649501994168372,-0.8616676041927054,-1.0304150477485032,-1.3917153153169581,0.05919501359253122,-1.2318042348503957,1.019277742536337,-0.29704952581664923,-1.2405163329820863,1.3840814892869684,-1.0101861608710925,-0.0991921320688447,0.3684947884801373,-0.0,-0.0,0.0,16-18,Mother-Son,3.4165217391304346,3.782608695652174,0.6086956521739131,1,0
F0047,13,W1,Western,88,0,Rural,2,Female,2,Female,49,22.6,2,2.9,3.73,3.09,2.48,4,3,3,4,2,3,3.17,5,5,6,5,6,5.4,3,3,3,3,3,3.0,3.84,3,3,3,2,3,3,2.83,4,3,4,4,3,3.6,2,3,2,3,2,2.4,3.1,5,4,5,5,4.75,-0.285719020957236,0.8959565621176624,0.09400815529639468,0.4353551300550465,-0.33177846142343526,-0.14453208855886093,-0.13692552092829502,-0.04912646954203574,0.8385114595396613,-0.7675934743476628,-0.31031391729904173,-0.8660075868350546,-1.621105206451839,0.32295047418335043,1.0094836670179137,-0.27591851071303175,1.1898138391289077,0.10080786793115548,0.32601322894378265,0.0,0.0,0.0,19-22,Mother-Daughter,3.3708333333333336,3.8229166666666665,0.5833333333333334,0,1
F0048,7,C1,Central,45,0,Rural,1,Male,2,Female,51,17.7,3,2.24,2.97,3.01,3.44,3,3,2,3,3,3,2.83,4,3,2,3,3,3.0,3,2,1,1,1,1.6,2.27,4,2,3,2,2,3,2.67,3,4,3,3,3,3.2,2,2,1,2,2,1.8,2.36,3,4,4,3,3.5,-0.6377956789328766,-0.9112973782606704,-1.2115587624052442,-1.6810918450262518,-0.5089157048833953,-0.4826445422376423,-0.7537403280214202,-0.9205473965586963,-0.199781044509319,-1.295696570552451,-1.531299949810326,-0.9743917788396002,0.024847800709621705,-1.2470495258166494,-0.2405163329820863,-0.6159185107130316,-1.2101861608710927,-1.2991921320688444,0.29993577899647006,-0.0,-0.0,0.0,16-18,Father-Daughter,3.4618181818181815,3.534090909090909,0.45454545454545453,1,0
F0053,17,W5,Western,116,0,Rural,2,Female,2,Female,48,22.3,2,2.77,4.08,3.25,3.6,5,5,4,3,5,3,4.17,4,4,5,6,4,4.6,2,2,1,1,2,1.6,3.42,2,3,4,3,3,3,3.0,3,3,1,3,3,2.6,1,2,1,1,2,1.4,2.09,1,2,1,1,1.25,0.7498005613240603,0.2935385819915511,-1.2115587624052442,-0.13082813716415428,-0.14357014024722803,-0.9898132227558145,-1.1649501994168372,-1.2384982753350453,-2.0687075517974836,-0.8716137811758786,0.25198228188378685,-0.6492392028259634,0.29917330190319874,-0.0970495258166495,-2.4905163329820863,0.7240814892869682,0.389813839128907,-1.2991921320688444,0.24170342915453222,-0.0,-0.0,0.0,19-22,Mother-Daughter,3.4620689655172416,4.017241379310345,0.5862068965517241,0,1
F0054,3,E3,Eastern,18,0,Rural,1,Male,2,Female,41,15.7,2,3.85,4.05,3.49,3.46,3,4,3,3,3,3,3.17,4,3,3,2,2,2.8,2,2,3,3,3,2.6,2.72,2,1,1,2,1,1,1.33,2,3,1,2,2,2.0,1,1,1,1,3,1.4,1.85,1,1,1,1,1.0,-0.285719020957236,-1.061901873292198,-0.27901096404693065,-1.074466915862822,-1.9924401188605587,-1.4969819032739868,-1.1649501994168372,-1.5211212786917998,-2.2763660526072798,-0.0074450782953155645,0.2037854648109726,-0.32408662681232664,0.05913848835881884,-0.7970495258166492,-2.7405163329820863,-0.27591851071303175,-1.4101861608710928,-0.29919213206884443,2.184327243696154,-0.0,-0.0,0.0,12-15,Father-Daughter,3.6612500000000003,3.71875,0.7083333333333334,0,0
F0055,7,C1,Central,47,0,Rural,2,Female,2,Female,40,14.7,3,3.87,3.72,2.24,3.12,3,2,3,2,3,3,2.67,3,5,4,3,4,3.8,2,2,2,1,1,1.6,2.91,3,4,4,3,3,4,3.5,5,4,4,4,4,4.2,3,2,2,2,3,2.4,3.64,4,4,5,5,4.5,-0.8034788120978842,-0.3088793981345596,-1.2115587624052442,-0.8183363902160408,0.40998374556514644,0.3626365919593113,-0.13692552092829502,0.5867752880106624,0.6308529587298652,0.008558045832102283,-0.32637952298997935,-2.01758962688335,-0.5238032016775316,-0.6070495258166493,0.7594836670179137,-0.7759185107130318,-0.41018616087109283,-1.2991921320688444,-0.4610441999287145,-0.0,0.0,-0.0,12-15,Mother-Daughter,3.5180000000000002,3.83,0.56,1,0
F0059,2,E2,Eastern,9,0,Rural,2,Female,2,Female,47,18.9,2,1.9,4.26,4.39,3.09,3,3,4,3,3,4,3.33,2,2,2,2,2,2.0,2,1,1,2,1,1.4,1.99,2,2,3,2,4,3,2.67,4,3,3,4,4,3.6,1,2,2,2,2,1.8,2.69,5,5,6,6,5.5,-0.12003588779222847,-1.6643198534183088,-1.398068322076907,-2.058547356505719,-0.5089157048833953,-0.14453208855886093,-0.7537403280214202,-0.5319407669431585,1.4614869619690496,-1.5677496807185545,0.5411631843206696,0.8952355332388096,-0.5752392331513277,-1.5270495258166494,1.7594836670179137,-0.11591851071303161,-2.2101861608710927,-1.4991921320688446,-2.6868186994018446,-0.0,0.0,-0.0,16-18,Mother-Daughter,3.2433333333333336,4.157407407407407,0.5925925925925926,0,0
F0062,7,C1,Central,46,0,Rural,1,Male,2,Female,44,12.6,3,3.08,3.01,2.63,2.93,4,3,3,3,3,3,3.17,6,5,5,5,5,5.2,2,3,3,2,2,2.4,3.45,2,3,2,3,3,3,2.67,4,3,4,4,3,3.6,1,1,2,2,2,1.6,2.82,3,3,4,3,3.25,-0.285719020957236,0.7453520670861346,-0.4655205237185935,-0.09038647521992531,-0.5089157048833953,-0.14453208855886093,-0.9593452637191285,-0.3788533067915832,-0.4074395453191151,-0.6235653572009022,-1.4670375270465748,-1.4892166908611912,-0.849564734344904,-0.06704952581664925,-0.4905163329820863,-0.27591851071303175,0.9898138391289075,-0.4991921320688446,0.032888887531770515,-0.0,-0.0,0.0,12-15,Father-Daughter,3.492,3.51,0.44,1,0
F0063,2,E2,Eastern,11,0,Rural,1,Male,2,Female,51,23.6,4,3.61,2.77,1.96,1.98,1,1,1,3,2,3,1.83,3,4,2,3,4,3.2,2,1,2,2,2,1.8,2.45,2,2,2,2,2,2,2.0,4,3,2,3,3,3.0,2,2,3,2,3,2.4,2.56,5,3,3,4,3.75,-1.673315261214173,-0.7606928832291425,-1.0250492027335814,-1.4384418733608797,-1.250677911871977,-0.6517007690770332,-0.13692552092829502,-0.6850282270947339,0.007877456300477073,-0.19948256782432974,-1.8526120636290855,-2.3969342988992595,-2.4783723976817664,-1.0670495258166492,0.0094836670179137,-1.6159185107130316,-1.0101861608710925,-1.0991921320688445,-0.01011954239446781,-0.0,0.0,-0.0,23-25,Father-Daughter,3.622,3.9375,0.5,0,0
F0064,18,W6,Western,121,0,Rural,1,Male,1,Male,46,18.5,3,2.83,3.74,2.85,2.64,3,2,3,3,3,4,3.0,3,3,4,3,3,3.2,2,1,3,2,2,2.0,2.57,2,2,2,2,1,2,1.83,1,3,2,1,2,1.8,1,1,1,2,1,1.2,1.3,1,1,1,1,1.0,-0.46175734994505635,-0.7606928832291425,-0.8385396430619187,-1.2766752255839657,-1.4388862330481842,-1.6660381301133775,-1.3705551351145455,-2.168798994717696,-2.2763660526072798,-0.8236044087936252,-0.2942483116081034,-1.1911601628486908,-1.346779705258262,-0.9470495258166496,-2.7405163329820863,-0.4459185107130317,-1.0101861608710925,-0.8991921320688445,2.5954046936434683,-0.0,-0.0,0.0,16-18,Father-Son,3.6463636363636365,3.7954545454545454,0.5909090909090909,0,1
F0065,12,C6,Central,84,0,Rural,1,Male,2,Female,45,14.9,2,3.39,3.46,2.93,3.01,2,2,3,2,3,3,2.5,2,3,3,4,4,3.2,4,4,4,4,3,3.8,3.47,3,3,1,3,2,2,2.33,3,3,1,2,2,2.2,1,1,1,1,1,1.0,1.8,2,3,2,1,2.0,-0.9795171410857045,-0.7606928832291425,0.8400463939830453,-0.0634253672571062,-0.8853323472358098,-1.327925676434596,-1.576160070812254,-1.5800010710577903,-1.4457320493680954,-0.3755169332259257,-0.7440852709543665,-1.0827759708441451,-0.7124019837481163,-0.04704952581664923,-1.7405163329820863,-0.9459185107130317,-1.0101861608710925,0.9008078679311553,0.08189046814294032,-0.0,-0.0,0.0,12-15,Father-Daughter,3.320909090909091,3.897727272727273,0.45454545454545453,1,0
F0068,8,C2,Central,52,0,Rural,1,Male,1,Male,50,24.9,3,3.94,3.34,2.96,2.87,2,2,2,3,2,4,2.5,6,5,5,5,6,5.4,6,4,4,5,4,4.6,3.93,3,1,2,2,1,1,1.67,4,4,3,4,3,3.6,2,1,2,1,1,1.4,2.26,1,3,2,4,2.5,-0.9795171410857045,0.8959565621176624,1.5860846326696958,0.5566801158877328,-1.6160234765081443,-0.14453208855886093,-1.1649501994168372,-1.0383069812906776,-1.0304150477485032,0.06456898027806457,-0.9368725392456222,-1.0421318988424408,-0.9524367972924954,0.41295047418335074,-1.2405163329820863,-0.9459185107130317,1.1898138391289077,1.7008078679311551,-0.512271807937144,0.0,-0.0,-0.0,23-25,Father-Son,3.4015,3.575,0.5,1,0
F0069,7,C1,Central,47,0,Rural,2,Female,1,Male,48,17.9,2,2.11,3.72,2.24,3.12,3,3,3,3,3,4,3.17,4,4,5,4,4,4.2,3,5,3,2,4,3.4,3.47,2,2,2,3,2,3,2.33,4,3,2,4,2,3.0,2,2,2,3,2,2.2,2.7,2,2,3,2,2.25,-0.285719020957236,-0.0076704080715039435,0.46702727463972,-0.0634253672571062,-0.8853323472358098,-0.6517007690770332,-0.3425304566260032,-0.5201648084699602,-1.2380735485582992,-1.3997168773806674,-0.32637952298997935,-2.01758962688335,-0.5238032016775316,-0.04704952581664923,-1.4905163329820863,-0.27591851071303175,-0.010186160871092476,0.5008078679311554,0.07012808668877801,-0.0,-0.0,0.0,16-18,Mother-Son,3.5180000000000002,3.83,0.56,1,0
