Family_ID,City_ID,City_Code,Region,Community_ID,Urban_Rural,Location_Type,Parent_Gender,Parent_Sex,Child_Gender,Child_Sex,Parent_Age,Child_Age,Parent_Education,Family_SES,Comm_Cultural_Policy,Comm_Cultural_Facility,Comm_Cultural_Activity,P_Cog1,P_Cog2,P_Cog3,P_Cog4,P_Cog5,P_Cog6,Parent_Cog_Mean,P_Aff1,P_Aff2,P_Aff3,P_Aff4,P_Aff5,Parent_Aff_Mean,P_Beh1,P_Beh2,P_Beh3,P_Beh4,P_Beh5,Parent_Beh_Mean,Parent_Identity_Overall,C_Cog1,C_Cog2,C_Cog3,C_Cog4,C_Cog5,C_Cog6,Child_Cog_Mean,C_Aff1,C_Aff2,C_Aff3,C_Aff4,C_Aff5,Child_Aff_Mean,C_Beh1,C_Beh2,C_Beh3,C_Beh4,C_Beh5,Child_Beh_Mean,Child_Identity_Overall,FSI1,FSI2,FSI3,FSI4,Family_Socialization,Parent_Cog_Mean_z,Parent_Aff_Mean_z,Parent_Beh_Mean_z,Parent_Identity_Overall_z,Child_Cog_Mean_z,Child_Aff_Mean_z,Child_Beh_Mean_z,Child_Identity_Overall_z,Family_Socialization_z,Family_SES_z,Comm_Cultural_Policy_z,Comm_Cultural_Facility_z,Comm_Cultural_Activity_z,Parent_Identity_c,Family_Socialization_c,Parent_Cog_c,Parent_Aff_c,Parent_Beh_c,Parent_X_Socialization,Urban_X_Parent,Urban_X_Socialization,Three_Way_Interaction,Child_Age_Group,Gender_Combination,Comm_Parent_Identity_Mean,Comm_Socialization_Mean,Comm_Urban_Prop,Region_Central,Region_Western
F0026,16,W4,Western,110,1,Urban,1,Male,1,Male,44,16.8,3,2.57,4.58,4.41,3.25,4,3,4,3,4,4,3.67,4,4,5,5,5,4.6,3,3,2,3,3,2.8,3.69,3,2,4,3,4,3,3.17,3,2,3,3,3,2.8,1,2,2,2,2,1.8,2.64,4,4,4,5,4.25,0.23204077018341215,0.2935385819915511,-0.09250140437526819,0.23314682033390347,0.04463818092897921,-0.820756995916424,-0.7537403280214202,-0.5908205593091489,0.4231944579200692,-1.031645022450057,1.0552625664306847,0.9223315812399465,-0.3009137319577507,0.17295047418335052,0.5094836670179137,0.22408148928696825,0.389813839128907,-0.0991921320688447,0.08811544179942044,0.17295047418335052,0.5094836670179137,0.08811544179942044,16-18,Father-Son,3.667333333333333,3.941666666666667,0.5333333333333333,0,1
F0030,1,E1,Eastern,7,1,Urban,1,Male,1,Male,44,14.3,4,4.1,4.26,5.38,4.25,4,5,5,5,5,5,4.83,5,5,6,5,6,5.4,1,3,1,1,1,1.4,4.01,5,4,3,4,4,4,4.0,6,5,5,6,5,5.4,3,3,4,3,4,3.4,4.1,4,4,5,3,4.0,1.433243485629716,0.8959565621176624,-1.398068322076907,0.6645245477390087,0.9635376313775209,1.3769739529956557,0.8910991575602472,1.128469377777775,0.21553595711027312,0.19259397329740702,0.5411631843206696,2.2364899092950603,1.4136206505021043,0.49295047418335036,0.2594836670179137,1.3840814892869684,1.1898138391289077,-1.4991921320688446,0.12791259669931515,0.49295047418335036,0.2594836670179137,0.12791259669931515,12-15,Father-Son,3.5557575757575757,3.537878787878788,0.5757575757575758,0,0
F0032,9,C3,Central,60,1,Urban,2,Female,1,Male,41,17.6,3,4.54,4.25,3.56,3.98,5,4,5,4,4,4,4.33,3,4,4,5,4,4.0,5,5,5,6,6,5.4,4.7,4,4,5,3,4,4,4.0,6,5,5,5,6,5.4,5,4,3,4,5,4.2,4.71,6,6,6,6,6.0,0.9154836944890679,-0.15827490310303177,2.3321228713563475,1.5946827724562678,0.9635376313775209,1.3769739529956557,1.7135189003510811,1.8468028446428602,1.8768039635886415,0.5446627041005997,0.5250975786297319,-0.22925045880834952,0.9506963672379435,1.1829504741833508,2.2594836670179137,0.8840814892869684,-0.21018616087109265,2.500807867931156,2.672857275308377,1.1829504741833508,2.2594836670179137,2.672857275308377,16-18,Mother-Son,3.2008333333333336,3.5104166666666665,0.2916666666666667,1,0
F0034,1,E1,Eastern,7,1,Urban,1,Male,1,Male,48,18.8,3,5.15,4.26,5.38,4.25,5,6,6,6,5,5,5.5,2,3,3,2,3,2.6,2,1,2,2,2,1.8,3.67,3,3,3,4,2,3,3.0,2,2,3,2,3,2.4,2,1,2,1,1,1.4,2.05,2,2,2,1,1.75,2.1270416057581847,-1.2125063683237256,-1.0250492027335814,0.20618571237108435,-0.14357014024722803,-1.1588694495952054,-1.1649501994168372,-1.2856021092278378,-1.6533905501778914,1.032757989986844,0.5411631843206696,2.2364899092950603,1.4136206505021043,0.1529504741833505,-1.9905163329820863,2.0540814892869683,-1.6101861608710926,-1.0991921320688445,-0.30445041699931413,0.1529504741833505,-1.9905163329820863,-0.30445041699931413,16-18,Father-Son,3.5557575757575757,3.537878787878788,0.5757575757575758,0,0
F0035,1,E1,Eastern,3,1,Urban,1,Male,1,Male,48,18.1,4,3.97,4.6,4.53,2.84,3,3,3,3,3,3,3.0,5,5,5,5,4,4.8,4,3,2,3,4,3.2,3.8,3,2,1,2,2,3,2.17,3,3,3,3,3,3.0,2,3,2,1,3,2.2,2.27,1,1,1,1,1.0,-0.46175734994505635,0.4441430770230789,0.28051771496805755,0.3814329141294083,-1.0624695906957697,-0.6517007690770332,-0.3425304566260032,-1.026531022817479,-2.2763660526072798,0.08857366646919153,1.0873937778125597,1.0849078692467649,-1.0038728287662915,0.2829504741833504,-2.7405163329820863,-0.4459185107130317,0.5898138391289072,0.30080786793115566,-0.7754303959244979,0.2829504741833504,-2.7405163329820863,-0.7754303959244979,16-18,Father-Son,3.718571428571429,3.3333333333333335,0.5238095238095238,0,0
F0036,4,E4,Eastern,22,1,Urban,2,Female,2,Female,49,20.4,4,6.16,4.12,3.74,3.32,5,5,4,4,5,5,4.67,5,5,4,5,6,5.0,3,1,3,3,2,2.4,4.21,5,4,5,5,5,5,4.83,6,7,7,7,7,6.8,4,4,5,4,5,4.4,5.25,6,6,6,5,5.75,1.2675603524647086,0.5947475720546067,-0.4655205237185935,0.9341356273671998,1.8824370818260627,2.56036754087139,1.9191238360487899,2.4827046021955583,1.6691454627788456,1.8409157584214444,0.31624470464753873,0.014613973201878065,-0.1808963251855611,0.6929504741833505,2.0094836670179137,1.2240814892869682,0.7898138391289073,-0.4991921320688446,1.3924726599237613,0.6929504741833505,2.0094836670179137,1.3924726599237613,19-22,Mother-Daughter,3.5074193548387096,3.4919354838709675,0.45161290322580644,0,0
F0041,15,W3,Western,100,1,Urban,2,Female,1,Male,45,18.5,4,3.37,4.1,4.63,3.61,4,4,4,4,3,3,3.67,4,4,4,5,5,4.4,1,1,2,1,1,1.2,3.26,4,4,4,4,4,4,4.0,4,5,4,5,4,4.4,2,2,2,2,2,2.0,3.47,5,4,5,5,4.75,0.23204077018341215,0.1429340869600239,-1.5845778817485696,-0.34651700086670717,0.9635376313775209,0.5316928187987021,-0.5481353923237118,0.3865839939662945,0.8385114595396613,-0.39152005735334355,0.2841134932656621,1.2203881092524462,0.31631864572779694,-0.25704952581664964,1.0094836670179137,0.22408148928696825,0.1898138391289077,-1.6991921320688446,-0.25948729792660735,-0.25704952581664964,1.0094836670179137,-0.25948729792660735,16-18,Mother-Son,3.563333333333333,3.5925925925925926,0.6296296296296297,0,1
F0042,9,C3,Central,63,1,Urban,2,Female,2,Female,41,14.2,4,3.67,4.98,3.74,4.33,4,4,4,4,4,4,4.0,4,5,4,5,5,4.6,5,6,5,4,6,5.2,4.42,4,3,4,3,3,3,3.33,5,5,4,5,4,4.6,3,3,3,4,3,3.2,3.56,2,4,3,4,3.25,0.57376223233624,0.2935385819915511,2.1456133116846843,1.2172272609768002,0.2217754243889392,0.7007490456380923,0.685494221862539,0.4925676202250774,-0.4074395453191151,-0.15147319544207621,1.6978867940682034,0.014613973201878065,1.550783401098893,0.9029504741833505,-0.4905163329820863,0.5540814892869683,0.389813839128907,2.3008078679311557,-0.4429119554608531,0.9029504741833505,-0.4905163329820863,-0.4429119554608531,12-15,Mother-Daughter,3.4166666666666665,4.116666666666666,0.6,1,0
F0044,13,W1,Western,88,1,Urban,2,Female,1,Male,48,17.0,5,4.01,4.43,3.99,3.08,4,4,3,4,4,5,4.0,4,5,3,4,5,4.2,3,2,3,3,3,2.8,3.62,3,3,2,2,2,2,2.33,3,2,3,3,3,2.8,3,2,3,2,2,2.4,2.72,3,3,4,4,3.5,0.57376223233624,-0.0076704080715039435,-0.09250140437526819,0.13878294246403686,-0.8853323472358098,-0.820756995916424,-0.13692552092829502,-0.49661289152356386,-0.199781044509319,0.12057991472402686,0.8142784810666147,0.35331457321608273,-0.592384576975926,0.10295047418335068,-0.2405163329820863,0.5540814892869683,-0.010186160871092476,-0.0991921320688447,-0.02476127052934645,0.10295047418335068,-0.2405163329820863,-0.02476127052934645,16-18,Mother-Son,3.3708333333333336,3.8229166666666665,0.5833333333333334,0,1
F0045,1,E1,Eastern,3,1,Urban,2,Female,2,Female,45,15.2,5,3.3,4.6,4.53,2.84,6,6,6,5,5,5,5.5,6,6,6,7,5,6.0,5,4,4,3,4,4.0,5.2,5,5,6,5,4,5,5.0,6,6,5,6,4,5.4,4,6,5,5,5,5.0,5.02,5,6,4,5,5.0,2.1270416057581847,1.3477700472122454,1.0265559536547082,2.268710471526745,2.07064540300227,1.3769739529956557,2.5359386431419146,2.211857557312001,1.0461699603494574,-0.4475309917993062,1.0873937778125597,1.0849078692467649,-1.0038728287662915,1.6829504741833508,1.2594836670179137,2.0540814892869683,1.7898138391289073,1.1008078679311555,2.1196486346339833,1.6829504741833508,1.2594836670179137,2.1196486346339833,12-15,Mother-Daughter,3.718571428571429,3.3333333333333335,0.5238095238095238,0,0
F0049,11,C5,Central,77,1,Urban,1,Male,1,Male,48,15.6,3,3.42,4.5,4.01,3.85,4,4,4,5,3,2,3.67,6,6,6,7,7,6.4,3,3,3,3,3,3.0,4.22,4,4,4,3,3,3,3.5,5,5,3,5,4,4.4,4,3,3,4,3,3.4,3.82,5,4,5,5,4.75,0.23204077018341215,1.648979037275301,0.09400815529639468,0.947616181348609,0.40998374556514644,0.5316928187987021,0.8910991575602472,0.798742540528228,0.8385114595396613,-0.3515122470347991,0.9267377209031809,0.3804106212172185,0.7278068975181625,0.7029504741833503,1.0094836670179137,0.22408148928696825,2.1898138391289077,0.10080786793115548,0.7096170224105898,0.7029504741833503,1.0094836670179137,0.7096170224105898,12-15,Father-Son,3.7358333333333333,4.03125,0.75,1,0
F0050,16,W4,Western,111,1,Urban,1,Male,2,Female,41,16.6,5,5.85,3.78,3.01,3.5,5,4,4,5,5,4,4.5,4,5,6,4,5,4.8,3,4,3,4,3,3.4,4.28,4,5,5,4,5,4,4.5,5,5,5,5,5,5.0,3,3,4,4,4,3.6,4.43,5,5,4,3,4.25,1.091522023476888,0.4441430770230789,0.46702727463972,1.028499505237067,1.5170915171898955,1.038861499316874,1.0967040932579557,1.5170760073933127,0.4231944579200692,1.5928673344464674,-0.22998588884435223,-0.9743917788396002,0.1277198636572131,0.7629504741833508,0.5094836670179137,1.0540814892869683,0.5898138391289072,0.5008078679311554,0.3887108053399897,0.7629504741833508,0.5094836670179137,0.3887108053399897,16-18,Father-Daughter,3.7265384615384614,4.144230769230769,0.7692307692307693,0,1
F0051,10,C4,Central,66,1,Urban,1,Male,2,Female,41,13.0,4,6.68,4.99,5.2,3.84,5,5,5,5,5,5,5.0,2,4,5,4,4,3.8,2,2,2,3,3,2.4,3.97,4,4,5,5,4,5,4.5,5,4,4,4,5,4.4,3,2,3,2,3,2.6,4.09,4,5,3,5,4.25,1.6092818146175363,-0.3088793981345596,-0.4655205237185935,0.6106023318133711,1.5170915171898955,0.5316928187987021,0.06867941476941361,1.116693419304577,0.4231944579200692,2.2569969857343075,1.713952399759141,1.9926254772848333,0.7106615536935635,0.45295047418335077,0.5094836670179137,1.5540814892869683,-0.41018616087109283,-0.4991921320688446,0.2307708685644364,0.45295047418335077,0.5094836670179137,0.2307708685644364,12-15,Father-Daughter,3.546666666666667,3.425925925925926,0.4444444444444444,1,0
